,CMT_SJ1_19Aug24_Gill_S203_L005,CMT_SJ1_20Jun24_Gill_S191_L005,CMT_SJ1_22Jul24_Gill_S197_L005,CMT_SJ2_19Aug24_Gill_S204_L005,CMT_SJ2_20Jun24_Gill_S192_L005,CMT_SJ2_22Jul24_Gill_S198_L005,CMT_SJ3_19Aug24_Gill_S205_L005,CMT_SJ3_20Jun24_Gill_S193_L005,CMT_SJ3_22Jul24_Gill_S199_L005,DAF_SJ1_20Aug24_Gill_S206_L005,DAF_SJ1_21Jun24_Gill_S194_L005,DAF_SJ1_23Jul24_Gill_S200_L005,DAF_SJ2_20Aug24_Gill_S207_L005,DAF_SJ2_21Jun24_Gill_S195_L005,DAF_SJ2_23Jul24_Gill_S201_L005,DAF_SJ3_20Aug24_Gill_S208_L005,DAF_SJ3_21Jun24_Gill_S196_L005,DAF_SJ3_23Jul24_Gill_S202_L005
evm.TU.Chr05.282,0,0,0,0,3,0,0,0,0,9,0,1,1,2,1,0,1,10
evm.TU.Chr05.283,520,926,458,956,557,895,843,498,656,799,551,709,457,768,658,919,651,496
evm.TU.Chr05.284,5799,5343,3825,3884,4230,5182,5432,4394,4860,3230,3669,6231,3434,6047,4966,4306,4030,3886
evm.TU.Chr05.285,759,878,1523,2693,1092,4738,983,1140,1282,541,2042,1557,452,1348,928,1297,1524,1175
evm.TU.Chr05.286_evm.TU.Chr05.287,846,1560,1181,766,1644,1531,1307,1190,1396,1217,1210,1303,993,940,1351,1207,1351,1113
evm.TU.Chr05.288,263,259,219,127,328,300,440,268,447,211,159,249,254,233,323,305,277,211
evm.TU.Chr05.289,0,2,0,0,0,0,0,0,12,0,1,0,0,0,0,10,4,0
evm.TU.Chr05.290,1006,1478,996,1088,1463,1411,1427,1120,1311,1078,1157,1351,1057,1154,1346,997,1293,1126
evm.TU.Chr05.291,2,0,157,7,10,27,14,24,7,0,0,5,20,16,0,0,18,1
evm.TU.Chr05.292,693,1076,995,838,843,1068,876,826,946,610,849,804,842,742,839,851,665,722
evm.TU.Chr05.293,3071,3897,5126,2691,4039,4205,5368,2886,4067,2591,4051,3062,2296,3425,3931,3383,3883,2776
evm.TU.Chr05.294,109,443,263,402,489,378,434,282,505,233,424,461,239,395,364,146,362,351
evm.TU.Chr05.295,1176,1347,867,922,1100,998,801,1440,1258,1110,969,1002,882,1030,940,1069,882,847
evm.TU.Chr05.296,1161,1599,1288,1683,1373,1413,1318,1125,1593,1081,1400,1809,987,1464,1351,1352,1560,1303
evm.TU.Chr05.297,669,606,995,722,943,1059,905,1105,716,706,808,788,823,839,918,1359,735,1044
evm.TU.Chr05.298,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,6,0
evm.TU.Chr05.300,0,0,0,26,57,0,101,0,5,0,161,0,222,0,0,309,182,131
evm.TU.Chr05.303,1,1,11,82,64,3,4,12,7,13,9,11,2088,0,0,2636,6,12
evm.TU.Chr05.304,0,0,0,0,0,1,0,0,0,0,151,0,9,0,54,21,4,144
evm.TU.Chr05.305,23,118,82,205,244,552,39,157,72,104,80,289,69,471,1513,334,28,28
evm.TU.Chr05.306,14,88,21,19,152,26,82,51,8,64,150,141,82,29,282,205,17,189
evm.TU.Chr05.311,74,128,7,249,220,146,138,146,85,112,136,139,192,71,237,234,2,97
evm.TU.Chr05.312,4,23,77,8,42,39,51,20,21,15,35,2,5,20,20,8,9,54
evm.TU.Chr05.313,21,9,84,15,120,70,110,70,179,47,58,48,42,134,40,83,82,58
evm.TU.Chr05.315,6,44,7,48,4,7,13,27,8,12,106,45,0,16,103,16,14,108
evm.TU.Chr05.316,25,24,73,19,126,109,31,66,46,83,92,71,55,88,75,109,41,78
evm.TU.Chr05.317,754,1039,886,636,1194,981,1265,1103,1016,746,954,1192,901,692,912,1075,926,1007
evm.TU.Chr05.318,9,22,11,15,11,10,17,9,12,2,12,21,8,2,32,11,14,6
evm.TU.Chr05.319,2,193,235,148,5,993,70,139,149,621,11,604,39,713,50,708,23,1
evm.TU.Chr05.320,9,3,1674,10,0,3098,285,13,290,2139,3,45,39,2210,5,2904,5,2
evm.TU.Chr05.321,0,0,22,0,0,0,0,1,2,0,0,7,0,0,0,0,0,0
evm.TU.Chr05.322,1116,2152,255,2144,1605,4990,1876,1063,1092,3808,1560,1410,1924,3851,1058,2997,1096,2806
evm.TU.Chr05.323,5447,5869,7505,4461,4546,11137,6545,6971,5428,5887,5799,5066,4412,5193,5145,5910,4651,9397
evm.TU.Chr05.324,23,57,73,40,61,49,26,57,89,34,45,77,71,54,58,57,82,46
evm.TU.Chr05.325,0,0,4,2,0,0,0,0,0,0,0,2,0,2,10,0,2,0
evm.TU.Chr05.326,417,389,513,785,390,447,165,276,304,314,279,426,256,252,845,420,299,182
evm.TU.Chr05.327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.Chr05.328,783,364,66,3260,2012,3714,702,1494,973,1967,746,552,1834,3817,4498,1613,2400,2570
evm.TU.Chr05.329,3925,3807,1932,3256,2758,3216,3753,1808,3729,1802,2594,2441,2420,2868,3634,1944,2732,2783
evm.TU.Chr05.330,968,1205,1234,1389,1424,1678,1355,1291,1183,1459,1042,1405,1103,1150,926,1535,1251,1363
evm.TU.Chr05.331,38,115,54,35,55,83,38,64,79,61,87,80,60,69,26,67,57,67
evm.TU.Chr05.332,9622,9381,8883,7454,8376,11146,7397,8094,8631,7536,8907,9254,7017,8142,7407,7769,7933,8576
evm.TU.Chr05.333,1454,1299,1028,878,1546,1045,1217,981,1103,994,1089,1575,1304,1124,895,1277,1157,1072
evm.TU.Chr05.334,1505,1465,1425,1046,1807,1852,1434,1278,1785,1245,1606,1619,1195,1210,1499,1390,1343,1461
evm.TU.Chr05.335,3839,5461,4704,4602,4857,4068,4400,4889,4715,3195,3364,3843,3399,3020,4476,4010,3392,4460
evm.TU.Chr05.336,2183,1612,1494,1452,1623,1797,1430,1545,1571,1182,1392,1483,1030,1280,1737,1380,1347,1365
evm.TU.Chr05.337,16474,16079,13011,12756,15270,14449,12831,13900,14774,12806,14767,15695,11020,14494,14600,14239,15270,13653
evm.TU.Chr05.338,81,211,374,31,235,217,169,119,217,121,99,104,78,126,42,207,182,4
evm.TU.Chr05.339,0,0,2,0,0,0,5,0,0,0,0,0,6,1,0,0,2,0
evm.TU.Chr05.340,0,0,5,0,0,8,8,0,1,3,0,5,14,2,0,0,5,0
evm.TU.Chr05.341,694,797,587,923,1187,1001,859,808,1063,769,1035,928,636,846,867,823,935,990
evm.TU.Chr05.342,5754,8438,2452,5883,5019,6220,7771,5012,5188,3097,11498,8160,3830,9697,5381,6066,7841,7172
evm.TU.Chr05.343,157,655,415,300,505,569,1104,255,315,514,237,352,295,330,347,432,300,401
evm.TU.Chr05.344,602,961,513,832,841,707,962,853,730,741,515,937,506,963,734,540,643,907
evm.TU.Chr05.345,1219,2267,2206,786,3073,2701,2534,2273,1809,1670,2447,1584,1921,3033,2110,1931,2243,2096
evm.TU.Chr05.346,1764,1460,1443,1999,1721,1876,1919,1689,1501,1615,1908,1969,1300,1589,2098,1575,1991,1499
evm.TU.Chr05.347,154,309,270,310,277,429,263,330,360,262,188,434,257,356,288,225,341,312
evm.TU.Chr05.348,672,937,806,1013,879,996,1116,955,952,795,985,821,837,979,953,903,788,1035
evm.TU.Chr05.349,32297,24565,25269,18703,33065,32072,29817,21762,28533,31121,32752,29038,26184,29306,39421,27776,29086,22911
evm.TU.Chr05.350,2689,3468,2727,2523,4840,3130,2560,3554,4476,4086,3563,3436,3638,4235,3479,4011,4348,4125
evm.TU.Chr05.351,14616,11802,10922,10941,11201,11836,9612,11294,12881,9402,11678,12123,7941,10139,12344,9812,11168,11117
evm.TU.Chr05.352,0,3,2,0,5,21,0,0,0,7,0,0,0,0,0,0,18,11
evm.TU.Chr05.353,0,2,1,0,0,4,0,12,0,0,0,2,0,3,0,0,12,4
evm.TU.Chr05.354,0,2,0,4,0,0,0,0,0,0,1,0,0,0,14,0,0,0
evm.TU.Chr05.355,5,3,0,12,3,0,3,0,1,0,20,0,4,0,38,0,1,0
evm.TU.Chr05.356,2,17,2,8,4,40,26,252,10,22,6,57,11,33,17,35,152,4
evm.TU.Chr05.357,2330,2976,3044,3616,2922,3412,2901,2589,4156,3234,3530,3126,2678,2848,4171,3282,3539,2754
evm.TU.Chr05.359,3220,7693,5739,4102,6744,4509,5888,5922,7170,7686,21302,8320,7048,6880,7058,5550,6504,7105
evm.TU.Chr05.360,1425,2132,1992,936,1588,1412,1602,1570,2193,1472,1474,1708,1467,1700,1729,1437,1545,2073
evm.TU.Chr05.361,4943,6519,4876,8678,5473,5528,5232,4663,5902,5124,5413,9071,5601,5998,4882,4386,4839,4629
evm.TU.Chr05.362,0,0,0,0,0,0,2,0,0,0,0,0,0,4,2,4,2,0
evm.TU.Chr05.363,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
evm.TU.Chr05.364,0,2,0,0,0,2,0,1,8,7,2,0,0,0,0,0,1,0
evm.TU.Chr05.365,380,838,410,697,565,448,1094,519,1309,319,491,580,349,405,465,265,442,566
evm.TU.Chr05.366,18152,20447,17327,15295,18723,19870,18289,15715,18643,18595,21127,21464,15929,17287,21304,19800,20438,17861
evm.TU.Chr05.367,3093,5531,4071,1979,4970,6532,6065,3990,5928,4316,5164,4661,3436,9652,5430,3806,6768,5215
evm.TU.Chr05.370,1467,2206,1219,2482,1951,2349,1671,1954,1711,1532,2124,1973,1914,1208,2120,2204,2299,1750
evm.TU.Chr05.371,1756,1790,1533,1667,1616,2070,1816,1790,1707,1442,1624,1649,1283,1189,1681,1809,1709,1869
evm.TU.Chr05.372,348,1526,751,468,572,448,1082,694,1382,1067,2200,2736,1167,1644,1786,1823,1819,890
evm.TU.Chr05.373,2720,4634,1976,2607,2817,3527,3339,4161,2969,2892,1888,2986,2157,3768,2933,2816,3487,2781
evm.TU.Chr05.374,1854,1938,1360,1532,1556,1795,1698,1774,1613,1358,1477,1509,1212,1357,1489,1699,1637,1557
evm.TU.Chr05.375,1940,2412,1512,1965,2424,1901,2748,2082,1732,1773,2780,3602,1746,3083,2964,2107,2254,2122
evm.TU.Chr05.376,736,987,883,1073,814,1483,912,811,955,1073,1031,896,645,866,951,870,899,1079
evm.TU.Chr05.377,854,1069,664,988,750,761,642,897,989,1108,937,1367,822,883,805,1241,1069,691
evm.TU.Chr05.378,2132,2128,1204,1941,2849,5538,2305,1193,6325,2883,1956,2179,2549,3050,1589,1973,2524,3475
evm.TU.Chr05.379,903,952,444,2853,1127,2778,847,675,4083,770,857,1161,1038,744,524,598,1195,629
evm.TU.Chr05.380,749,979,794,562,1070,933,748,909,906,798,778,978,714,772,1046,780,721,781
evm.TU.Chr05.381,4203,4509,2637,2984,3586,3286,2008,2895,3551,2722,2944,4929,2507,2555,2273,3004,3115,3769
evm.TU.Chr05.382,338,598,589,420,573,474,425,947,827,408,614,630,475,557,547,331,543,386
evm.TU.Chr05.383,1485,1911,1718,2364,1839,2695,1690,1792,2079,1708,1676,1586,1381,1713,1874,1719,1877,1883
evm.TU.Chr05.384,35,19,48,2,30,43,123,10,60,38,32,43,43,64,30,21,29,2
evm.TU.Chr05.385,1179,1923,2102,2315,2170,2721,1985,2283,2248,1541,2459,2229,1625,1990,2484,1588,2403,2089
evm.TU.Chr05.386,262,477,470,314,399,566,319,239,345,302,420,396,293,405,418,363,329,408
evm.TU.Chr05.387,900,829,854,1029,806,797,1117,629,827,653,977,832,845,608,832,700,1342,788
evm.TU.Chr05.388,2295,2554,2891,1797,2841,2854,1823,1714,2212,2334,2647,2395,1861,2375,2110,2492,2178,2703
evm.TU.Chr05.389,1,9,1,5,3,17,4,19,12,1,15,8,3,19,13,6,8,1
evm.TU.Chr05.391,5450,4627,5062,4587,5675,9861,5327,5970,7511,4236,5584,6591,5920,5096,7448,4479,4841,6156
evm.TU.Chr05.392,484,928,627,595,704,795,709,796,947,634,865,603,715,741,699,771,855,731
evm.TU.Chr05.393,1019,940,814,1601,844,1288,785,812,960,606,1023,917,920,718,836,1029,633,477
evm.TU.Chr05.394,334,627,540,499,537,563,739,552,1648,525,925,792,402,607,995,566,841,592
evm.TU.Chr05.395,0,2,0,0,2,1,2,0,4,3,20,6,0,0,3,2,2,7
evm.TU.Chr05.396,1167,1831,1274,1024,1359,1136,1847,1526,1682,1658,2430,1909,1343,1931,2433,1581,2305,1358
evm.TU.Chr05.397,11,4,0,42,44,3,0,6,21,2,4,3,0,5,2,2,0,1
evm.TU.Chr05.398,0,0,0,0,11,0,0,0,34,0,0,0,0,0,0,0,4,0
evm.TU.Chr05.399,1520,1670,1038,1476,1613,1472,1263,1351,1179,1297,1061,996,684,1319,1473,1179,1546,1131
evm.TU.Chr05.400,17,11,1,12,52,2,0,0,15,0,0,11,2,0,7,0,75,95
evm.TU.Chr05.401,498,338,266,1636,500,355,313,486,611,301,345,443,254,283,444,436,816,475
evm.TU.Chr05.402,11422,11710,11775,12722,10659,14443,10333,10688,14536,9386,11244,11606,8103,10606,11623,11336,12695,11127
evm.TU.Chr05.403,540,1043,892,417,1216,722,1002,1037,1043,616,1135,1262,883,1082,825,612,1076,857
evm.TU.Chr05.404,6,18,4,10,8,4,5,3,4,17,6,8,9,3,4,9,13,2
evm.TU.Chr05.405,1855,2379,2077,1753,2012,2143,1763,2003,2093,1770,2075,1900,1722,1494,2184,2346,1931,1756
evm.TU.Chr05.406,1861,1085,632,879,456,409,416,597,656,305,657,916,567,364,402,602,675,819
evm.TU.Chr05.408,10081,6399,6825,7609,4755,8450,4996,4671,7698,4229,5898,6185,4406,4236,5881,6971,5425,5664
evm.TU.Chr05.409,2482,2737,2241,4041,2584,2901,3031,2772,2733,2478,2355,2737,2527,1910,2631,2947,2572,2275
evm.TU.Chr05.410,123,168,174,80,200,126,103,151,171,76,104,224,145,122,208,175,78,130
evm.TU.Chr05.411,0,28,2,4,10,0,0,7,3,0,6,2,60,0,3,29,2,13
evm.TU.Chr05.412,3217,4566,3520,2645,4291,3372,2669,4040,4493,3846,3929,2835,2331,4437,5308,4347,3025,3787
evm.TU.Chr05.413,1965,2691,2025,1382,2094,1558,1361,2324,2097,1493,2370,1802,1377,2094,2395,1886,1764,1867
evm.TU.Chr05.414,2508,3115,2487,3214,1874,2373,1513,1256,1674,1848,2522,1647,1135,2013,1598,1332,2114,2320
evm.TU.Chr05.415,6,52,3,2,0,3,7,9,6,4,0,18,0,0,2,4,2,0
evm.TU.Chr05.416,603,606,653,350,586,707,688,538,701,550,557,607,558,541,713,642,747,473
evm.TU.Chr05.417,50485,46625,48529,50506,43949,53680,51262,49522,61163,39846,35720,45221,31100,40778,48383,51098,44384,43214
evm.TU.Chr05.418,358,398,392,454,411,384,263,365,496,329,354,508,249,353,362,474,419,324
evm.TU.Chr05.419,5101,5785,4726,5466,5407,5296,4385,5508,5641,4041,4514,4929,4193,3258,4592,4783,3964,4151
evm.TU.Chr05.422,713,1184,913,990,1136,967,740,567,910,1070,1097,1114,741,852,1296,879,997,1058
evm.TU.Chr05.423,26,2744,67,133,4119,71,129,4063,234,78,2093,205,222,3768,38,159,4537,101
evm.TU.Chr05.424,7097,6530,3172,8452,6918,5647,6646,6584,4041,3795,6057,6553,4320,5595,4811,3652,8266,5057
evm.TU.Chr05.425,1953,2273,2665,2662,2463,2849,2491,2218,2182,2184,2495,2487,1618,2051,2271,2207,2233,2257
evm.TU.Chr05.426,150,166,111,214,158,164,167,152,178,146,154,207,135,177,211,162,270,156
evm.TU.Chr05.427,25196,23514,20962,23705,21189,19145,21852,19165,21023,20377,22925,23001,18991,19201,23235,22663,15391,22108
evm.TU.Chr05.428,1457,1313,1383,2462,1380,2673,1455,1158,1470,1408,1261,1631,1096,1334,1480,1348,1253,1259
evm.TU.Chr05.429,14,4,1,5,0,0,1,0,0,0,4,42,18,1,12,0,0,1
evm.TU.Chr05.430,5,2,4,0,0,4,0,0,6,8,0,13,1,0,19,8,0,0
evm.TU.Chr05.431,609,809,1026,398,1237,1578,1182,952,1097,1103,1410,1087,1121,1290,1009,755,1137,807
evm.TU.Chr05.432,4010,7940,4066,1737,7689,5600,7619,6253,6849,5943,7765,7533,6834,8980,7073,7883,8099,5837
evm.TU.Chr05.433,149,102,37,10,22,21,46,66,125,24,25,66,10,22,11,16,69,13
evm.TU.Chr05.434,4885,4490,4030,1631,3974,3247,3306,3503,4049,3684,3661,3059,2523,4118,4913,3532,5632,2725
evm.TU.Chr05.435,500,585,326,313,986,883,496,571,706,776,458,554,459,725,834,619,348,717
evm.TU.Chr05.436,3098,2533,3453,3123,3019,4305,2882,2519,3074,2862,2991,3449,2830,2952,5774,3088,3265,2961
evm.TU.Chr05.437,4,4,11,15,3,5,0,0,8,217,0,11,0,4,3,4,20,0
evm.TU.Chr05.438,533,865,423,518,564,863,576,1279,779,920,882,607,337,1448,628,747,665,824
evm.TU.Chr05.439,2,0,1,2,19,4,123,0,1,0,1,0,0,0,0,1,1,4
evm.TU.Chr05.440,88,157,214,59,74,9,9,9,184,17,438,98,34,78,22,89,282,149
evm.TU.Chr05.441,2,104,26,24,10,23,35,10,6,27,15,17,29,12,28,17,13,26
evm.TU.Chr05.442,11,23,24,11,39,3,42,11,93,23,12,10,21,7,36,16,16,22
evm.TU.Chr05.443,107,68,118,108,159,139,144,127,75,63,51,95,148,389,142,101,181,146
evm.TU.Chr05.444,1696,1408,1950,762,2069,1738,1661,1580,1654,1518,1538,1526,1411,1630,1712,1347,1705,1630
evm.TU.Chr05.445,1198,1920,1042,1585,1714,1850,1752,1780,1831,1390,1310,1514,1264,1735,2004,1694,1820,1309
evm.TU.Chr05.446,184,113,69,41,108,102,70,147,110,221,124,89,93,130,142,124,116,89
evm.TU.Chr05.447,417,207,247,63,197,300,219,387,131,924,253,286,216,524,318,267,267,194
evm.TU.Chr05.448,415,333,275,221,496,293,285,349,462,417,353,280,431,324,256,376,323,360
evm.TU.Chr05.449,64,43,18,41,43,83,69,61,91,963,44,76,35,70,99,41,62,68
evm.TU.Chr05.450,2559,4880,2839,2073,4551,3868,5009,4907,3657,4063,5745,5622,3946,5796,5715,4374,6087,4435
evm.TU.Chr05.451,3504,5517,3723,1718,5277,4671,5145,3986,4309,4179,4411,3888,4165,5669,4345,4482,4417,3391
evm.TU.Chr05.452,1219,1910,1500,2073,1397,2130,1791,1808,2014,1414,1754,1978,1326,1499,2173,1515,1799,1610
evm.TU.Chr05.453,11842,8929,13954,13092,12026,13128,6686,8818,9803,9547,24943,15394,8694,12225,11966,10569,15973,11006
evm.TU.Chr05.454,2589,2587,3359,2612,2649,2084,2331,2190,2860,1807,1973,2495,1640,2328,2267,2200,2169,2293
evm.TU.Chr05.455,361,705,643,439,1163,1379,1249,969,928,848,676,1789,604,1049,1018,606,654,842
evm.TU.Chr05.456,8,406,13,3,53,51,7,49,597,304,238,167,236,132,276,91,92,116
evm.TU.Chr05.457,973,1131,1037,1343,906,1322,1113,969,943,983,922,949,777,965,2302,973,916,974
evm.TU.Chr05.458,0,0,0,0,0,0,0,0,0,2,0,0,1,0,85,0,0,0
evm.TU.Chr05.459,94,89,55,70,81,78,81,52,110,129,98,115,103,102,93,121,93,76
evm.TU.Chr05.460,367,142,96,198,137,94,198,104,388,169,184,345,225,138,211,189,285,105
evm.TU.Chr05.461,428,491,143,271,202,476,385,291,354,378,186,420,344,333,284,405,199,225
evm.TU.Chr05.462,976,1488,1375,699,1241,1385,1266,1231,1455,1422,1662,2048,1241,1461,1807,1500,1179,1446
evm.TU.Chr05.463,368,563,392,431,711,567,591,611,636,633,463,537,548,566,507,506,523,467
evm.TU.Chr05.464,5,3,0,2,1,2,0,0,4,0,0,5,1,0,0,0,1,0
evm.TU.Chr05.465,6255,7301,4242,5098,4468,5997,6247,4773,6114,5591,6291,6744,4920,4614,5507,5508,6891,4430
evm.TU.Chr05.466,8555,7605,7050,7075,7762,9376,8712,8001,7919,7791,10311,8663,5767,7591,6421,6447,7675,8550
evm.TU.Chr05.467,1152,567,517,717,411,1120,1567,1038,685,840,659,846,1032,1164,391,536,663,949
evm.TU.Chr05.468,1786,1970,1410,2362,1721,1125,2773,1060,2194,918,2320,2173,1729,1594,1882,1844,1482,1784
evm.TU.Chr05.469,1167,2323,1235,1846,1609,1459,3188,1104,2188,910,3318,1633,466,1214,1878,749,767,1856
evm.TU.Chr05.470,4854,5924,7340,3442,5281,9039,5904,4336,6269,4665,6102,5489,4065,5770,5796,5205,5824,4966
evm.TU.Chr05.471,13,36,153,7,0,15,10,202,173,3,2,7,4,0,30,27,101,20
evm.TU.Chr05.472,2704,2335,3739,2063,1375,2814,4607,3051,4270,2460,3009,3358,2104,2498,3484,2653,3675,2805
evm.TU.Chr05.473,541,738,673,1139,950,1083,940,629,933,861,770,828,757,968,815,803,970,772
evm.TU.Chr05.474,16,8,3,12,10,22,27,6,16,15,34,24,22,30,27,19,21,22
evm.TU.Chr05.475,29152,23815,35808,19079,22918,35151,29165,24713,24646,25572,28368,26034,23361,30750,26528,33712,20033,23290
evm.TU.Chr05.476,163,294,278,84,337,214,223,219,126,259,300,400,142,307,276,364,187,228
evm.TU.Chr05.477,739,516,517,361,474,519,518,731,607,460,761,656,494,508,516,615,386,476
evm.TU.Chr05.478,3,1,0,2,2,3,6,6,4,2,0,8,1,0,6,0,113,0
evm.TU.Chr05.479,10728,7465,12059,12192,6611,16100,10347,6363,10626,9299,9865,9214,7659,6575,7248,11854,7867,9507
evm.TU.Chr05.480,342,538,842,472,600,722,473,534,485,386,322,534,461,443,472,666,434,401
evm.TU.Chr05.481,4566,4252,4342,5575,5873,4571,4291,5311,5964,5112,5211,6056,4412,5732,4695,5621,6361,4564
evm.TU.Chr05.482,10734,11891,10734,9457,13730,13744,10207,9244,11920,12427,13803,13858,11810,11061,10947,11019,12234,10938
evm.TU.Chr05.484,41496,27239,21376,19401,26638,32747,22488,18997,29318,25039,30971,28336,23806,25297,26318,23393,24071,23588
evm.TU.Chr05.485,151,391,194,457,351,217,287,269,263,307,405,242,209,253,431,354,424,316
evm.TU.Chr05.486,1337,1471,1396,1640,1739,1573,1796,1133,1274,1955,1238,2040,1185,1430,1402,1337,1396,1337
evm.TU.Chr05.487,49,51,5,8,23,47,67,17,10,18,38,8,14,31,10,15,10,9
evm.TU.Chr05.488,9810,12650,10421,7302,10606,13243,10003,12767,9907,9452,11662,13512,7753,13715,11141,9486,9479,10832
evm.TU.Chr05.489,2926,2875,1748,2087,2155,2155,2166,1931,2331,2021,2034,2051,1558,1871,2238,2064,2250,1921
evm.TU.Chr05.490,430,485,287,339,421,427,481,396,524,433,506,474,420,501,481,463,465,439
evm.TU.Chr05.491,3439,3687,1815,2092,3232,2921,3339,3118,5054,2526,2361,3177,2126,3505,3395,2421,3231,2710
evm.TU.Chr05.492,1487,1720,1274,784,1227,1491,1367,1667,1492,1199,1585,1501,1040,1351,900,1212,1731,1402
evm.TU.Chr05.493,98,182,187,132,176,196,160,196,267,208,149,191,143,129,216,155,199,156
evm.TU.Chr05.494,1615,1564,3004,2001,1950,2391,1956,2273,2436,1815,2461,3330,1609,1434,2231,2065,2289,2245
evm.TU.Chr05.495,416,536,238,268,375,508,445,1123,436,289,289,378,317,501,431,463,369,515
evm.TU.Chr05.496,1,0,0,25,1,86,0,6,0,2,0,30,0,0,0,0,0,0
evm.TU.Chr05.497,1228,1340,879,6146,1399,2196,1318,813,1315,957,1453,1532,841,1233,1584,1649,1381,1328
evm.TU.Chr05.498,260,806,391,690,535,722,1778,567,1945,643,981,867,621,1716,1067,533,922,623
evm.TU.Chr05.499,333,303,320,309,406,418,357,565,694,334,527,464,342,331,409,498,400,432
evm.TU.Chr05.500,961,1061,1056,903,1205,1087,1232,1201,896,628,997,822,719,831,1239,1131,767,1417
evm.TU.Chr05.501,8,31,5,4,8,7,13,10,74,10,3,1,2,0,2,7,12,5
evm.TU.Chr05.502,14932,13162,11995,10957,10202,10617,14117,12798,13240,7062,12942,11340,5881,9362,13973,11819,8039,10365
evm.TU.Chr05.503,11132,11289,15024,8107,10651,13550,10479,9825,13177,8151,12319,8539,8938,7102,12322,11057,9625,11717
evm.TU.Chr05.504,0,0,0,0,1,0,0,0,330,0,0,0,0,0,0,49,36,22
evm.TU.Chr05.505,10361,10975,11830,8617,9493,13088,9746,11713,8571,6985,9498,10260,7322,7152,9039,9184,7060,8405
evm.TU.Chr05.507,3696,3199,4079,3176,3306,4211,3820,3874,4614,2742,4365,4981,3454,3854,3464,3326,4155,4053
evm.TU.Chr05.508,3493,2535,2245,2270,2434,2652,2284,2281,2949,2193,2581,2715,1986,2518,2696,2380,2640,2646
evm.TU.Chr05.509,1681,1453,1327,1472,1385,2441,1211,1418,2228,1274,1571,1387,1362,1333,1524,1269,1427,1431
evm.TU.Chr05.510,139,93,49,70,51,200,49,38,71,130,72,179,135,54,5,79,226,13
evm.TU.Chr05.511,2,0,0,0,1,0,1,10,0,1,0,6,2,2,35,0,1,0
evm.TU.Chr05.512,4866,8707,5194,7476,9681,11229,8831,8485,5681,6049,5002,10573,4905,5588,12349,7229,5288,11057
evm.TU.Chr05.513,456,434,239,46,440,278,361,243,1503,702,303,207,962,286,311,1144,223,435
evm.TU.Chr05.514,81,64,40,66,99,51,65,56,68,110,102,80,63,52,92,81,122,65
evm.TU.Chr05.515,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,47,0
evm.TU.Chr05.516,1080,855,1196,640,967,1357,1190,825,1296,1339,1099,1122,1046,937,968,1133,1072,860
evm.TU.Chr05.517,194,0,80,69,0,2,0,21,6,33,0,0,6,22,0,16,0,82
evm.TU.Chr05.518,0,0,0,0,0,3,0,0,10,2,0,0,2,0,0,2,0,0
evm.TU.Chr05.519,32,0,8,100,45,0,0,8,64,26,37,70,32,22,9,5,63,36
evm.TU.Chr05.521,462,402,616,364,453,581,512,490,483,219,337,490,274,321,349,449,510,527
evm.TU.Chr05.522,181,498,359,236,366,478,385,423,462,478,366,486,304,319,462,350,427,352
evm.TU.Chr05.523,5281,7240,2546,3734,6746,5927,6204,4960,6625,5258,5042,4400,3979,6739,5578,3466,5176,4828
evm.TU.Chr05.524,475,1463,454,1040,916,864,1050,919,1316,787,781,856,1079,1156,641,1116,574,939
evm.TU.Chr05.526,3160,5242,4607,4877,4446,4943,4553,4383,4989,4307,5243,5805,3832,4820,4451,3848,5420,4897
evm.TU.Chr05.527,279,0,14,150,0,27,146,1,140,0,123,61,2,49,65,82,163,53
evm.TU.Chr05.528,700,777,1090,1318,2764,664,1754,1106,1082,1201,508,1025,757,607,1727,364,2323,111
evm.TU.Chr05.529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
evm.TU.Chr05.530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.Chr05.531,172,35,0,155,148,46,35,6,14,0,0,130,107,0,13,111,30,1
evm.TU.Chr05.532,891,1699,513,1092,1750,847,536,758,1134,842,769,1192,704,717,834,961,802,728
evm.TU.Chr05.533,208,109,117,296,495,196,238,90,280,145,208,114,172,140,109,87,182,137
evm.TU.Chr05.534,1219,2380,910,1424,1168,1467,771,1096,1684,1265,1106,1848,1233,1014,1342,1312,1219,1074
evm.TU.Chr05.535,9974,8891,8870,8252,8912,9214,7726,8209,8166,7018,7976,8732,6148,7220,8387,7577,8207,7481
evm.TU.Chr05.536,928,975,771,1048,907,606,760,861,964,877,623,861,559,686,1018,908,800,665
evm.TU.Chr05.537,10,12,3,6,55,17,1,4,12,19,5,1,20,0,10,12,14,5
evm.TU.Chr05.538,99,230,244,218,320,385,216,236,303,269,268,254,228,276,323,359,315,233
evm.TU.Chr05.539,1294,1282,1733,1482,1403,1463,1426,965,1392,1641,1610,1490,1264,1553,1243,1094,1513,1659
